Date,Time,Temperature (dht11),humidity air (dht11),humidity soil1 (capacitive soil moisture),humidity soil2 (direct metal electrode)
Fri Oct 25 2019,18:18:46,30,95,316,458
Fri Oct 25 2019,18:28:53,30,95,314,461
Fri Oct 25 2019,18:59:18,30,95,309,458
Fri Oct 25 2019,19:50:12,30,95,309,449
Fri Oct 25 2019,20:00:16,30,95,309,437
Fri Oct 25 2019,20:40:55,30,95,306,436
Fri Oct 25 2019,20:51:08,30,95,308,429
Fri Oct 25 2019,21:01:19,29,95,307,429
Fri Oct 25 2019,21:11:26,29,95,303,428
Fri Oct 25 2019,21:31:43,29,95,303,423
Fri Oct 25 2019,21:41:52,29,95,306,421
Sat Oct 26 2019,12:09:52,32,95,264,416
Sat Oct 26 2019,12:39:59,32,95,234,294
Sat Oct 26 2019,13:10:25,31,95,254,309
Sat Oct 26 2019,14:21:49,31,95,255,332
Sat Oct 26 2019,15:22:54,30,95,240,320
Sat Oct 26 2019,15:33:03,30,95,237,277
Sat Oct 26 2019,15:43:09,30,95,236,274
Sat Oct 26 2019,15:53:15,30,95,234,272
Sat Oct 26 2019,16:03:16,30,95,226,268
Sat Oct 26 2019,16:13:24,30,95,232,259
Sat Oct 26 2019,16:33:43,29,95,282,261
Sat Oct 26 2019,17:24:38,29,95,306,348
Sat Oct 26 2019,17:44:56,29,95,308,397
Sat Oct 26 2019,17:54:59,29,95,309,404
Sat Oct 26 2019,18:05:07,29,95,310,406
Sat Oct 26 2019,18:15:13,29,95,306,409
Sat Oct 26 2019,19:27:19,29,95,309,405
Sat Oct 26 2019,21:50:16,28,95,316,408
Sat Oct 26 2019,22:10:28,28,95,317,411
Sat Oct 26 2019,22:20:34,28,95,310,410
Sat Oct 26 2019,23:01:23,28,95,317,403
Sat Oct 26 2019,23:11:28,28,95,316,408
Sat Oct 26 2019,23:21:31,28,95,310,406
Sat Oct 26 2019,23:31:33,28,95,318,401
Sat Oct 26 2019,23:41:40,28,95,319,406
Sat Oct 26 2019,23:52:16,28,95,309,406
Sun Oct 27 2019,0:02:23,28,95,309,402
Sun Oct 27 2019,0:12:50,28,95,310,400
Sun Oct 27 2019,0:33:16,28,95,308,401
Sun Oct 27 2019,0:43:16,28,95,310,397
Sun Oct 27 2019,0:53:19,28,95,309,398
Sun Oct 27 2019,1:03:21,28,95,312,397
Sun Oct 27 2019,1:13:27,28,95,313,398
Sun Oct 27 2019,1:23:33,28,95,313,398
Sun Oct 27 2019,13:43:38,32,89,348,398
Sun Oct 27 2019,14:23:40,32,95,319,380
Sun Oct 27 2019,19:27:51,29,90,296,416
Sun Oct 27 2019,19:37:41,29,95,214,326
Sun Oct 27 2019,19:47:46,29,95,225,286
Sun Oct 27 2019,19:57:49,29,95,236,297
Sun Oct 27 2019,20:07:48,29,95,246,307
Sun Oct 27 2019,20:17:57,29,95,256,315
Sun Oct 27 2019,20:38:33,29,95,262,318
Sun Oct 27 2019,20:48:40,29,95,268,321
Sun Oct 27 2019,21:29:18,28,95,276,327
Sun Oct 27 2019,21:49:32,28,94,276,330
Sun Oct 27 2019,22:20:00,28,83,278,328
Sun Oct 27 2019,22:30:06,28,82,279,327
Sun Oct 27 2019,22:40:12,28,82,280,327
Sun Oct 27 2019,23:00:28,28,79,281,327
Sun Oct 27 2019,23:20:41,28,74,273,324
Sun Oct 27 2019,23:30:39,28,73,282,316
Sun Oct 27 2019,23:40:47,28,65,283,321
Sun Oct 27 2019,23:50:52,28,63,282,320
Mon Oct 28 2019,0:00:53,28,63,282,319
Mon Oct 28 2019,0:11:00,28,63,282,317
Mon Oct 28 2019,0:41:20,28,86,281,316
Mon Oct 28 2019,0:51:20,27,89,282,310
Mon Oct 28 2019,1:01:20,27,90,282,313
Mon Oct 28 2019,1:21:35,27,91,277,312
Mon Oct 28 2019,1:51:50,27,88,288,306
Mon Oct 28 2019,2:01:48,27,89,282,309
Mon Oct 28 2019,2:11:54,27,90,281,306
Mon Oct 28 2019,2:22:00,27,91,282,306
Mon Oct 28 2019,2:32:06,27,93,282,306
Mon Oct 28 2019,2:42:11,27,92,282,306
Mon Oct 28 2019,3:02:32,27,91,282,306
Mon Oct 28 2019,3:12:35,27,90,282,303
Mon Oct 28 2019,3:53:11,26,88,283,303
Mon Oct 28 2019,4:13:23,26,88,283,301
Mon Oct 28 2019,4:23:29,26,88,282,300
Mon Oct 28 2019,5:05:14,26,92,276,300
Mon Oct 28 2019,5:15:20,26,92,274,286
Mon Oct 28 2019,5:26:20,26,92,272,284
Mon Oct 28 2019,8:50:06,25,78,286,281
Mon Oct 28 2019,9:00:15,25,80,308,402
Mon Oct 28 2019,9:10:19,25,81,291,429
Mon Oct 28 2019,9:20:23,26,78,286,425
Mon Oct 28 2019,9:30:30,26,87,281,425
Mon Oct 28 2019,9:50:46,26,74,277,421
Mon Oct 28 2019,10:00:50,27,84,268,421
Mon Oct 28 2019,10:10:56,27,79,274,411
Mon Oct 28 2019,10:20:59,27,75,268,413
Mon Oct 28 2019,10:31:05,28,70,267,394
Mon Oct 28 2019,10:41:12,29,64,267,387
Mon Oct 28 2019,10:51:20,31,58,268,381
Mon Oct 28 2019,11:11:39,33,49,274,379
Mon Oct 28 2019,11:21:48,34,48,276,378
Mon Oct 28 2019,11:31:53,35,45,276,374
Mon Oct 28 2019,11:42:04,35,43,278,368
Mon Oct 28 2019,11:52:10,35,42,278,366
Mon Oct 28 2019,12:02:16,35,43,277,362
Mon Oct 28 2019,12:22:39,36,46,274,355
Mon Oct 28 2019,12:32:44,36,41,273,344
Mon Oct 28 2019,12:42:51,36,44,272,341
Mon Oct 28 2019,13:33:49,33,52,256,336
Mon Oct 28 2019,13:43:54,32,54,252,309
Mon Oct 28 2019,13:53:59,32,57,247,306
Mon Oct 28 2019,14:04:05,32,59,244,303
Mon Oct 28 2019,14:14:11,32,61,241,300
Mon Oct 28 2019,14:24:16,31,60,237,293
Mon Oct 28 2019,14:34:22,31,59,235,290
Mon Oct 28 2019,14:44:28,31,57,234,284
Mon Oct 28 2019,14:54:34,31,51,230,281
Mon Oct 28 2019,15:14:47,31,56,220,276
Mon Oct 28 2019,15:24:53,31,61,225,262
Mon Oct 28 2019,15:34:59,31,60,223,266
Mon Oct 28 2019,15:45:02,31,58,223,262
Mon Oct 28 2019,15:55:08,31,58,221,259
Mon Oct 28 2019,16:05:15,31,60,221,257
Mon Oct 28 2019,16:15:21,31,60,220,255
Mon Oct 28 2019,16:25:28,31,61,220,253
Mon Oct 28 2019,16:45:45,31,63,219,252
Mon Oct 28 2019,16:55:51,30,59,220,247
Mon Oct 28 2019,17:05:58,30,62,223,246
Mon Oct 28 2019,18:18:00,30,67,216,248
Mon Oct 28 2019,18:28:03,30,66,217,229
Mon Oct 28 2019,19:19:20,29,69,220,230
Mon Oct 28 2019,19:29:28,29,69,233,226
Mon Oct 28 2019,19:49:40,29,72,219,229
Mon Oct 28 2019,21:01:08,29,77,230,223
Mon Oct 28 2019,21:11:15,29,77,224,220
Mon Oct 28 2019,21:21:29,29,77,241,216
Mon Oct 28 2019,22:12:27,28,93,321,220
Mon Oct 28 2019,22:32:53,28,93,319,386
Mon Oct 28 2019,23:13:22,28,95,312,387
Mon Oct 28 2019,23:33:39,28,95,319,386
Mon Oct 28 2019,23:43:45,28,94,320,393
Mon Oct 28 2019,23:53:50,28,94,319,394
Tue Oct 29 2019,0:24:21,28,95,316,394
Tue Oct 29 2019,0:34:28,27,95,317,390
Tue Oct 29 2019,0:44:30,27,95,316,392
Tue Oct 29 2019,0:54:40,27,95,316,392
Tue Oct 29 2019,1:04:47,27,95,313,388
Tue Oct 29 2019,1:14:57,27,95,315,389
Tue Oct 29 2019,6:42:03,26,95,290,386
Tue Oct 29 2019,8:02:18,26,91,318,308
Sun Nov 03 2019,17:10:00,29,81,244,
Mon Nov 04 2019,8:27:34,27,81,181,188
Mon Nov 04 2019,8:47:50,27,80,181,118
Mon Nov 04 2019,9:18:08,28,77,182,116
Mon Nov 04 2019,9:28:12,28,77,182,115
Mon Nov 04 2019,10:08:55,28,69,180,115
Mon Nov 04 2019,10:19:07,29,68,176,114
Mon Nov 04 2019,10:29:07,29,69,171,106
Mon Nov 04 2019,10:39:10,29,68,177,104
Mon Nov 04 2019,10:49:18,31,65,176,111
Mon Nov 04 2019,10:59:31,32,59,180,110
Mon Nov 04 2019,11:09:41,33,55,171,110
Mon Nov 04 2019,11:19:49,34,51,169,108
Mon Nov 04 2019,11:40:10,35,49,171,108
Mon Nov 04 2019,11:50:15,34,49,168,109
Mon Nov 04 2019,12:00:20,34,49,166,109
Mon Nov 04 2019,12:10:21,34,49,162,108
Mon Nov 04 2019,12:20:27,34,49,161,108
Mon Nov 04 2019,12:30:35,34,51,160,108
Mon Nov 04 2019,12:40:39,34,52,158,108
Mon Nov 04 2019,12:50:46,33,53,157,106
Mon Nov 04 2019,14:13:06,31,58,151,106
Mon Nov 04 2019,14:23:08,31,59,150,101
Mon Nov 04 2019,14:44:06,31,59,153,100
Mon Nov 04 2019,16:16:33,30,62,144,100
Mon Nov 04 2019,16:26:39,30,62,144,96
Mon Nov 04 2019,16:36:42,30,62,144,96
Mon Nov 04 2019,16:46:46,30,63,144,96
Mon Nov 04 2019,17:07:02,30,63,147,96
Mon Nov 04 2019,17:47:48,30,66,142,96
Mon Nov 04 2019,18:08:05,30,69,142,94
Mon Nov 04 2019,18:58:55,29,72,139,94
Mon Nov 04 2019,19:09:00,29,74,132,93
Mon Nov 04 2019,19:19:05,29,74,137,86
Mon Nov 04 2019,19:29:07,29,74,138,93
Mon Nov 04 2019,19:39:13,29,75,137,93
Mon Nov 04 2019,19:49:19,29,77,137,93
Mon Nov 04 2019,19:59:23,29,77,137,93
Mon Nov 04 2019,20:09:26,29,77,137,93
Mon Nov 04 2019,20:19:32,29,78,137,93
Mon Nov 04 2019,20:29:38,29,79,142,93
Mon Nov 04 2019,20:39:41,29,79,133,92
Mon Nov 04 2019,20:49:44,29,80,138,85
Mon Nov 04 2019,20:59:50,29,80,139,92
Mon Nov 04 2019,21:09:56,29,80,138,92
Mon Nov 04 2019,21:40:30,29,79,139,91
Mon Nov 04 2019,22:00:49,29,79,144,96
Mon Nov 04 2019,22:10:56,29,80,142,92
Mon Nov 04 2019,22:41:24,28,79,141,96
Mon Nov 04 2019,22:51:30,28,79,141,93
Mon Nov 04 2019,23:01:39,28,79,144,94
Mon Nov 04 2019,23:11:42,28,78,142,96
Mon Nov 04 2019,23:21:49,28,78,142,93
Mon Nov 04 2019,23:31:56,28,79,142,96
Mon Nov 04 2019,23:42:02,28,79,142,90
Tue Nov 05 2019,0:02:21,27,95,288,90
Tue Nov 05 2019,0:42:50,26,95,282,276
Tue Nov 05 2019,1:03:04,27,95,280,243
Tue Nov 05 2019,1:23:19,27,95,274,236
Tue Nov 05 2019,1:33:22,27,95,278,228
Tue Nov 05 2019,1:43:23,27,95,278,229
Tue Nov 05 2019,2:13:34,27,95,277,228
Tue Nov 05 2019,2:23:36,27,95,274,223
Tue Nov 05 2019,2:33:37,27,95,273,220
Tue Nov 05 2019,2:53:56,27,95,271,218
Tue Nov 05 2019,3:04:02,27,95,272,213
Tue Nov 05 2019,3:14:09,27,95,264,214
Tue Nov 05 2019,3:24:15,27,94,269,205
Tue Nov 05 2019,3:34:21,27,93,269,209
Tue Nov 05 2019,3:44:27,27,91,268,208
Tue Nov 05 2019,3:54:34,27,90,268,207
Tue Nov 05 2019,4:04:40,27,89,262,207
Tue Nov 05 2019,4:14:48,27,90,268,198
Tue Nov 05 2019,4:24:52,27,90,266,204
Tue Nov 05 2019,4:34:55,27,88,266,201
Tue Nov 05 2019,4:45:00,27,87,258,199
Tue Nov 05 2019,4:55:08,27,86,258,192
Tue Nov 05 2019,5:05:15,27,86,257,190
Tue Nov 05 2019,5:25:33,27,84,264,189
Tue Nov 05 2019,5:35:39,27,83,264,195
Tue Nov 05 2019,5:45:47,27,83,262,193
Tue Nov 05 2019,5:55:53,27,83,262,192
Tue Nov 05 2019,6:06:01,27,82,262,190
Tue Nov 05 2019,6:16:07,27,82,261,189
Tue Nov 05 2019,6:26:13,27,82,260,189
Tue Nov 05 2019,6:46:53,27,81,252,187
Tue Nov 05 2019,6:56:56,27,79,254,181
Tue Nov 05 2019,7:07:02,27,79,255,182
Tue Nov 05 2019,7:17:09,27,80,255,182
Tue Nov 05 2019,7:27:17,27,81,255,182
Tue Nov 05 2019,7:37:25,27,81,255,180
Tue Nov 05 2019,7:47:34,27,81,256,180
Tue Nov 05 2019,7:57:42,27,82,256,180
Tue Nov 05 2019,8:07:50,27,81,255,177
Tue Nov 05 2019,8:18:00,27,81,255,178
Tue Nov 05 2019,8:28:04,27,80,255,178
Tue Nov 05 2019,8:38:13,27,78,255,176
Tue Nov 05 2019,8:48:22,27,75,257,176
Tue Nov 05 2019,8:58:27,27,75,253,178
Tue Nov 05 2019,9:08:32,27,73,254,175
Tue Nov 05 2019,9:18:41,27,71,247,174
Tue Nov 05 2019,9:28:50,27,69,247,168
Tue Nov 05 2019,9:38:58,27,68,254,166
Tue Nov 05 2019,9:49:11,27,64,256,172
Tue Nov 05 2019,9:59:18,27,86,246,174
Tue Nov 05 2019,10:09:24,25,88,253,169
Tue Nov 05 2019,10:19:28,25,83,254,170
Tue Nov 05 2019,10:29:30,26,78,248,172
Tue Nov 05 2019,11:10:20,32,60,264,168
Tue Nov 05 2019,11:20:32,33,59,259,185
Tue Nov 05 2019,12:01:03,33,59,254,183
Tue Nov 05 2019,12:21:21,32,60,252,181
Tue Nov 05 2019,12:31:30,32,61,250,177
Tue Nov 05 2019,13:02:09,32,60,248,176
Tue Nov 05 2019,13:12:13,31,60,248,171
Tue Nov 05 2019,13:22:21,31,61,252,170
Tue Nov 05 2019,13:42:42,30,61,247,171
Tue Nov 05 2019,14:03:01,30,63,246,168
Tue Nov 05 2019,14:13:05,30,62,246,168
Tue Nov 05 2019,14:23:11,30,63,244,163
Tue Nov 05 2019,14:53:38,30,67,242,163
Tue Nov 05 2019,15:13:57,30,68,242,160
Tue Nov 05 2019,15:24:02,29,69,242,157
Tue Nov 05 2019,15:44:18,29,70,238,157
Tue Nov 05 2019,15:54:22,29,71,238,154
Tue Nov 05 2019,16:24:50,29,73,235,154
Tue Nov 05 2019,16:55:23,29,74,233,150
Tue Nov 05 2019,17:05:31,29,74,231,147
Tue Nov 05 2019,17:15:35,29,74,234,147
Tue Nov 05 2019,17:25:38,29,75,234,145
Tue Nov 05 2019,17:45:53,29,75,231,144
Tue Nov 05 2019,17:56:06,29,75,235,142
Tue Nov 05 2019,18:16:22,29,77,230,144
Tue Nov 05 2019,18:36:38,29,78,233,138
Tue Nov 05 2019,18:46:47,29,79,229,138
Tue Nov 05 2019,18:56:54,29,79,229,137
Tue Nov 05 2019,19:06:58,29,80,229,136
Tue Nov 05 2019,19:17:08,28,79,232,136
Tue Nov 05 2019,19:27:13,28,80,226,137
Tue Nov 05 2019,19:37:20,28,81,233,135
Tue Nov 05 2019,21:09:11,28,83,225,137
Tue Nov 05 2019,22:00:08,28,84,223,132
Tue Nov 05 2019,22:10:19,28,85,226,128
Tue Nov 05 2019,23:22:07,27,93,220,132
Tue Nov 05 2019,23:32:16,27,92,220,124
Tue Nov 05 2019,23:42:25,27,92,221,120
Tue Nov 05 2019,23:52:30,27,92,223,124
Wed Nov 06 2019,0:02:38,27,92,224,125
Wed Nov 06 2019,0:12:46,27,92,225,126
Wed Nov 06 2019,0:22:50,27,92,225,126
Wed Nov 06 2019,0:32:56,27,92,226,127
Wed Nov 06 2019,0:42:59,27,92,228,128
Wed Nov 06 2019,0:53:03,27,92,228,128
Wed Nov 06 2019,1:03:13,27,92,229,128
Wed Nov 06 2019,1:13:17,27,92,229,129
Wed Nov 06 2019,1:23:21,27,92,223,129
Wed Nov 06 2019,1:33:29,27,92,230,124
Wed Nov 06 2019,1:43:36,27,93,230,130
Wed Nov 06 2019,1:53:45,27,93,232,132
Wed Nov 06 2019,2:03:55,27,93,233,132
Wed Nov 06 2019,2:14:04,27,93,233,133
Wed Nov 06 2019,3:05:02,27,92,237,133
Wed Nov 06 2019,3:15:12,27,92,235,136
Wed Nov 06 2019,3:25:17,27,92,235,135
Wed Nov 06 2019,3:45:51,27,88,231,134
Wed Nov 06 2019,4:16:20,26,87,235,133
Wed Nov 06 2019,4:56:58,26,86,237,135
Wed Nov 06 2019,5:07:03,26,85,237,136
Wed Nov 06 2019,8:01:36,26,84,235,136
Wed Nov 06 2019,9:43:25,27,77,236,135
Wed Nov 06 2019,9:53:35,27,77,236,136
Wed Nov 06 2019,10:13:55,27,75,236,140
Wed Nov 06 2019,10:24:05,27,75,236,136
Wed Nov 06 2019,11:35:52,33,59,223,136
Wed Nov 06 2019,11:46:00,32,61,224,135
Wed Nov 06 2019,12:16:27,31,61,220,136
Wed Nov 06 2019,12:47:04,30,63,219,134
Wed Nov 06 2019,12:57:13,30,62,216,129
Wed Nov 06 2019,15:10:02,28,71,206,127
Wed Nov 06 2019,15:20:11,28,71,206,114
Wed Nov 06 2019,15:30:21,28,73,204,114
Wed Nov 06 2019,16:00:48,28,74,204,116
Wed Nov 06 2019,16:10:57,28,74,204,112
Wed Nov 06 2019,16:31:15,28,75,202,111
Wed Nov 06 2019,17:01:50,28,76,199,110
Wed Nov 06 2019,17:11:58,28,76,199,109
Wed Nov 06 2019,17:22:07,28,77,200,109
Wed Nov 06 2019,17:32:15,28,79,199,109
Wed Nov 06 2019,17:42:19,28,79,200,109
Wed Nov 06 2019,17:52:27,28,80,200,109
Wed Nov 06 2019,18:02:36,27,79,208,109
Wed Nov 06 2019,18:12:43,27,79,199,111
Wed Nov 06 2019,18:22:54,27,80,207,108
Wed Nov 06 2019,18:33:06,27,80,207,110
Wed Nov 06 2019,18:43:09,27,80,199,110
Wed Nov 06 2019,19:03:26,27,82,199,108
Wed Nov 06 2019,19:13:31,27,82,198,108
Wed Nov 06 2019,19:33:45,27,83,198,106
Wed Nov 06 2019,19:43:56,27,84,206,106
Wed Nov 06 2019,19:54:03,27,84,197,109
Wed Nov 06 2019,20:04:10,27,84,197,105
Wed Nov 06 2019,20:14:16,27,84,197,105
Wed Nov 06 2019,20:34:41,27,85,197,105
Wed Nov 06 2019,20:54:56,27,85,198,105
Wed Nov 06 2019,21:05:04,27,86,201,105
Wed Nov 06 2019,21:25:23,25,95,195,104
Wed Nov 06 2019,21:45:45,25,95,201,97
Wed Nov 06 2019,22:26:20,25,95,198,101
Wed Nov 06 2019,22:36:27,25,95,207,101
Wed Nov 06 2019,23:47:44,25,95,207,104
Wed Nov 06 2019,23:57:47,25,95,207,105
Thu Nov 07 2019,0:07:49,25,95,209,106
Thu Nov 07 2019,0:17:52,25,95,204,108
Thu Nov 07 2019,0:27:57,25,95,210,101
Thu Nov 07 2019,0:38:04,25,95,211,108
Thu Nov 07 2019,0:48:11,25,95,213,108
Thu Nov 07 2019,0:58:16,25,95,208,110
Thu Nov 07 2019,1:08:22,25,95,214,103
Thu Nov 07 2019,1:18:29,25,95,216,110
Thu Nov 07 2019,1:28:35,25,95,216,111
Thu Nov 07 2019,1:38:41,25,95,211,111
Thu Nov 07 2019,1:48:45,25,95,210,111
Thu Nov 07 2019,2:09:02,25,95,213,112
Thu Nov 07 2019,2:19:05,25,95,214,113
Thu Nov 07 2019,2:29:08,25,95,214,113
Thu Nov 07 2019,3:09:47,25,95,216,114
Thu Nov 07 2019,3:19:52,25,95,216,114
Thu Nov 07 2019,3:29:55,25,95,216,114
Thu Nov 07 2019,3:40:02,25,95,217,114
Thu Nov 07 2019,4:20:36,25,95,220,115
Thu Nov 07 2019,4:30:41,25,95,221,117
Thu Nov 07 2019,4:40:44,25,95,221,117
Thu Nov 07 2019,4:50:49,25,95,214,117
Thu Nov 07 2019,5:00:55,25,95,223,111
Thu Nov 07 2019,5:11:01,25,95,223,117
Thu Nov 07 2019,5:21:04,25,95,223,117
Thu Nov 07 2019,5:31:08,25,94,223,118
Thu Nov 07 2019,5:41:15,25,94,223,118
Thu Nov 07 2019,5:51:20,25,94,224,118
Thu Nov 07 2019,6:01:26,25,94,224,118
Thu Nov 07 2019,6:11:29,25,94,224,118
Thu Nov 07 2019,6:21:34,25,94,225,120
Thu Nov 07 2019,6:31:38,25,94,225,120
Thu Nov 07 2019,6:41:45,25,93,226,120
Thu Nov 07 2019,7:22:25,25,91,224,121
Thu Nov 07 2019,7:42:44,25,88,224,120
Thu Nov 07 2019,8:13:12,24,86,226,118
Thu Nov 07 2019,8:23:16,25,84,228,121
Thu Nov 07 2019,9:13:58,25,81,229,122
Thu Nov 07 2019,10:04:44,26,77,229,122
Thu Nov 07 2019,10:55:43,31,59,228,123
Thu Nov 07 2019,11:05:56,32,54,226,122
Thu Nov 07 2019,11:16:04,33,53,224,122
Thu Nov 07 2019,11:26:10,33,52,224,120
Thu Nov 07 2019,11:36:14,32,53,224,122
Thu Nov 07 2019,11:46:16,31,57,224,123
Thu Nov 07 2019,11:56:23,30,57,225,124
Thu Nov 07 2019,12:06:29,30,58,226,125
Thu Nov 07 2019,12:16:35,29,60,226,126
Thu Nov 07 2019,12:26:42,29,58,226,126
Thu Nov 07 2019,12:36:50,29,61,226,126
Thu Nov 07 2019,12:46:58,29,60,226,125
Thu Nov 07 2019,12:57:08,29,60,225,125
Thu Nov 07 2019,13:07:13,29,59,225,124
Thu Nov 07 2019,13:17:20,28,58,224,124
Thu Nov 07 2019,13:27:26,28,60,224,123
Thu Nov 07 2019,13:37:33,28,61,223,123
Thu Nov 07 2019,13:47:41,28,62,223,122
Thu Nov 07 2019,13:57:45,28,61,222,122
Thu Nov 07 2019,14:07:53,28,63,221,120
Thu Nov 07 2019,14:18:03,28,63,225,120
Thu Nov 07 2019,14:28:08,28,63,218,122
Thu Nov 07 2019,14:38:13,28,64,218,117
Thu Nov 07 2019,14:48:18,27,65,218,117
Thu Nov 07 2019,14:58:22,27,65,217,117
Thu Nov 07 2019,15:08:27,27,65,218,117
Thu Nov 07 2019,15:18:31,27,68,217,116
Thu Nov 07 2019,15:28:35,27,67,216,116
Thu Nov 07 2019,15:38:44,27,68,216,115
Thu Nov 07 2019,15:48:49,27,69,216,115
Thu Nov 07 2019,15:58:53,27,69,214,115
Thu Nov 07 2019,16:09:02,27,69,214,115
Thu Nov 07 2019,16:19:10,27,71,214,114
Thu Nov 07 2019,16:29:22,27,71,218,114
Thu Nov 07 2019,16:39:31,27,72,212,115
Thu Nov 07 2019,16:49:38,26,72,213,113
Thu Nov 07 2019,16:59:46,26,73,211,113
Thu Nov 07 2019,17:09:51,26,74,211,112
Thu Nov 07 2019,17:19:59,26,74,211,112
Thu Nov 07 2019,17:30:08,26,74,211,112
Thu Nov 07 2019,17:40:13,26,75,211,112
Thu Nov 07 2019,17:50:27,26,75,216,111
Thu Nov 07 2019,18:20:56,26,77,210,114
Thu Nov 07 2019,18:31:05,26,78,210,110
Thu Nov 07 2019,18:41:14,26,78,209,110
Thu Nov 07 2019,18:51:17,25,77,209,110
Thu Nov 07 2019,19:11:36,26,79,209,110
Thu Nov 07 2019,19:21:40,25,78,208,109
Thu Nov 07 2019,19:31:44,25,78,209,109
Thu Nov 07 2019,19:41:53,25,78,201,109
Thu Nov 07 2019,19:52:02,25,78,208,109
Thu Nov 07 2019,20:02:07,25,79,209,109
Thu Nov 07 2019,20:12:21,25,78,213,109
Sun Dec 01 2019,13:37:18,25,83,169,111
Sun Dec 01 2019,13:47:25,25,84,164,88
Sun Dec 01 2019,13:57:28,26,85,163,87
Sun Dec 01 2019,14:17:48,25,84,168,86
Sun Dec 01 2019,14:27:51,25,84,161,85
Sun Dec 01 2019,14:37:57,25,85,161,84
Sun Dec 01 2019,14:48:03,25,85,152,84
Sun Dec 01 2019,14:58:10,25,85,159,75
Sun Dec 01 2019,15:18:27,25,86,157,81
Sun Dec 01 2019,15:38:47,25,86,156,80
Sun Dec 01 2019,15:49:01,25,86,161,78
Sun Dec 01 2019,15:59:04,25,86,153,79
Sun Dec 01 2019,16:19:22,25,87,151,77
Sun Dec 01 2019,16:39:36,25,87,150,77
Sun Dec 01 2019,16:50:29,25,87,170,76
Sun Dec 01 2019,17:10:50,25,88,145,79
Sun Dec 01 2019,17:22:27,25,87,171,74
Sun Dec 01 2019,17:32:34,25,88,144,79
Sun Dec 01 2019,17:52:54,25,89,129,73
Sun Dec 01 2019,18:03:00,25,90,136,64
Sun Dec 01 2019,18:13:07,24,91,135,70
Sun Dec 01 2019,18:23:10,24,91,128,70
Sun Dec 01 2019,18:33:16,24,91,135,64
Sun Dec 01 2019,18:43:22,24,92,135,69
Sun Dec 01 2019,18:53:28,24,92,135,69
Sun Dec 01 2019,19:03:39,24,92,138,69
Sun Dec 01 2019,19:34:11,24,93,138,69
Sun Dec 01 2019,19:44:16,24,94,135,69
Sun Dec 01 2019,20:04:30,24,95,134,69
Sun Dec 01 2019,20:24:50,24,95,137,68
Sun Dec 01 2019,20:34:58,24,95,135,68
Wed Dec 11 2019,17:39:31,24,95,135,
Wed Dec 11 2019,18:58:01,24,95,135,
Wed Dec 11 2019,23:19:18,24,95,135,
Wed Dec 11 2019,23:22:42,24,95,135,
Wed Dec 11 2019,23:23:40,24,95,135,
